"","ShannonWiener","Pielou","Richness"
"1",1.09861228866811,1,3
"2",2.19722457733622,1,9
"3",2.54003630382098,0.990287116754144,13
"4",2.50702643555742,0.977417518308649,13
"5",2.49179938681207,0.944200551783901,14
"6",2.69154192630751,0.949996205528991,17
"7",2.90936448088169,0.955606187963324,21
"8",2.9252576297495,0.946366047665023,22
"9",3.04625942402533,0.934981326819495,26
"10",3.20565166747522,0.933507167204441,31
"11",3.22183645188262,0.938220284477054,31
"12",3.33616200099758,0.930973732326612,36
"13",3.38965445731879,0.92523472640341,39
"14",3.36068906887132,0.917328379726245,39
"15",3.32269577485206,0.906957790204597,39
"16",3.36316217531247,0.911702921482506,40
"17",3.41662431821743,0.914105490090538,42
"18",3.44330659769985,0.909919145392973,44
"19",3.46345523493311,0.909840377033816,45
"20",3.49255658783605,0.907122777912414,47
"21",3.54169745577862,0.910036225849899,49
"22",3.52809511955258,0.906541116830439,49
"23",3.53526481111181,0.908383363134235,49
"24",3.52890872934548,0.906750173192393,49
"25",3.57185774630387,0.908447647468274,51
"26",3.63222394433169,0.906394296764964,55
"27",3.64092334942015,0.908565168186518,55
"28",3.6386059982479,0.907986890547715,55
"29",3.62598853908473,0.904838298059906,55
"30",3.61931900932912,0.903173966833297,55
"31",3.62063653604219,0.899458435985988,56
"32",3.61145991410743,0.897178729108231,56
"33",3.63492964592613,0.903009208932569,56
"34",3.67305469699252,0.908485807789373,57
"35",3.67272426207193,0.908404078694513,57
"36",3.66571264817266,0.906669840507861,57
"37",3.67384606937522,0.904789467512025,58
"38",3.67640176212218,0.905418879805296,58
"39",3.67911924350874,0.906088137169455,58
"40",3.67984803244274,0.906267622248328,58
"41",3.68808193629975,0.904487570509487,59
"42",3.68758350390818,0.904365331928377,59
"43",3.68429084251794,0.903557819689546,59
"44",3.67587977971632,0.901495039661813,59
"45",3.67993466549799,0.902489484430858,59
"46",3.68050644757361,0.902629711733118,59
"47",3.6711331182381,0.900330939627537,59
"48",3.67997518089026,0.902499420671254,59
"49",3.68410652592074,0.903512616769957,59
"50",3.68154345654312,0.90288403409895,59
"51",3.68210369696244,0.903021430855455,59
"52",3.68195660859564,0.902985358012759,59
"53",3.6794142591863,0.902361856832374,59
"54",3.67229380996563,0.900615594702688,59
"55",3.67868002644202,0.902181789143389,59
"56",3.67928107717262,0.902329194468015,59
"57",3.68679657183434,0.900460749164067,60
"58",3.6852840638614,0.90009133522004,60
"59",3.68707844263938,0.90052959310252,60
"60",3.6839971129027,0.899777011171553,60
"61",3.68748821948836,0.900629676728298,60
"62",3.69438949966717,0.898687145782836,61
"63",3.69858589535905,0.899707949590136,61
"64",3.69829284460068,0.899636662859369,61
"65",3.69328272944163,0.898417915866737,61
"66",3.69678868893145,0.895727723896506,62
"67",3.69248943875599,0.894686020434889,62
"68",3.69057488896399,0.894222127182725,62
"69",3.68958313605185,0.893981826572275,62
"70",3.68681932461166,0.893312158181974,62
