"","V1","V2"
"1","Joe","Tom"
"2","Jarvis Lorry","Jerry Cruncher"
"3","Jarvis Lorry","Joe"
"4","Jerry Cruncher","Joe"
"5","Doctor Manette","Jarvis Lorry"
"6","Gaspard","ThŽrse Defarge"
"7","Doctor Manette","Ernest Defarge"
"8","Doctor Manette","Jacques"
"9","Doctor Manette","ThŽrse Defarge"
"10","Ernest Defarge","Jacques"
"11","Ernest Defarge","Jarvis Lorry"
"12","Ernest Defarge","ThŽrse Defarge"
"13","Jacques","Jarvis Lorry"
"14","Jacques","ThŽrse Defarge"
"15","Jarvis Lorry","ThŽrse Defarge"
"16","Jerry Cruncher","Mrs Cruncher"
"17","Jerry Cruncher","Young Jerry Cruncher"
"18","Mrs Cruncher","Young Jerry Cruncher"
"19","Charles St EvrŽmonde","Jarvis Lorry"
"20","Charles St EvrŽmonde","Jerry Cruncher"
"21","Jarvis Lorry","Solomon Pross"
"22","Doctor Manette","Roger Cly"
"23","Jarvis Lorry","Roger Cly"
"24","Jerry Cruncher","Mr Stryver"
"25","Jerry Cruncher","Roger Cly"
"26","Jerry Cruncher","Solomon Pross"
"27","Jerry Cruncher","Sydney Carton"
"28","Mr Stryver","Roger Cly"
"29","Mr Stryver","Solomon Pross"
"30","Mr Stryver","Sydney Carton"
"31","Roger Cly","Solomon Pross"
"32","Roger Cly","Sydney Carton"
"33","Solomon Pross","Sydney Carton"
"34","Doctor Manette","Jerry Cruncher"
"35","Doctor Manette","Sydney Carton"
"36","Jarvis Lorry","Sydney Carton"
"37","Charles St EvrŽmonde","Doctor Manette"
"38","Charles St EvrŽmonde","Lucie Manette"
"39","Charles St EvrŽmonde","Mr Stryver"
"40","Charles St EvrŽmonde","Sydney Carton"
"41","Doctor Manette","Lucie Manette"
"42","Doctor Manette","Mr Stryver"
"43","Jarvis Lorry","Lucie Manette"
"44","Jarvis Lorry","Mr Stryver"
"45","Lucie Manette","Mr Stryver"
"46","Lucie Manette","Sydney Carton"
"47","Doctor Manette","Miss Pross"
"48","Jarvis Lorry","Miss Pross"
