"","V1","V2"
"1","1","Miss Betsey Trotwood"
"2","2","Clara Copperfield"
"3","2","Miss Betsey Trotwood"
"4","3","Clara Copperfield"
"5","3","Clara Peggotty"
"6","3","Miss Betsey Trotwood"
"7","4","Clara Copperfield"
"8","4","Miss Betsey Trotwood"
"9","4","Mr Chillip"
"10","5","Clara Copperfield"
"11","4","Clara Peggotty"
"12","6","Clara Copperfield"
"13","6","Clara Peggotty"
"14","2","David Copperfield"
"15","5","Mr Chillip"
"16","7","Clara Copperfield"
"17","7","Clara Peggotty"
"18","8","Clara Copperfield"
"19","8","Clara Peggotty"
"20","7","David Copperfield"
"21","9","Clara Copperfield"
"22","9","David Copperfield"
"23","9","Mr Murdstone"
"24","10","Clara Copperfield"
"25","9","Clara Peggotty"
"26","10","David Copperfield"
"27","4","Ham Peggotty"
"28","10","Mr Murdstone"
"29","11","Clara Peggotty"
"30","12","Clara Peggotty"
"31","11","David Copperfield"
"32","11","Ham Peggotty"
"33","11","Clara Copperfield"
"34","13","Clara Peggotty"
"35","13","Ham Peggotty"
"36","14","Clara Copperfield"
"37","14","Clara Peggotty"
"38","14","Daniel Peggotty"
"39","14","Ham Peggotty"
"40","14","Little Emily"
"41","15","Daniel Peggotty"
"42","15","Ham Peggotty"
"43","15","Little Emily"
"44","15","Mrs Gummidge"
"45","15","Clara Peggotty"
"46","16","Daniel Peggotty"
"47","13","David Copperfield"
"48","16","Ham Peggotty"
"49","16","Little Emily"
"50","16","Mrs Gummidge"
"51","15","Clara Copperfield"
"52","17","Clara Peggotty"
"53","17","Daniel Peggotty"
"54","17","David Copperfield"
"55","17","Ham Peggotty"
"56","17","Little Emily"
"57","17","Mrs Gummidge"
"58","18","Clara Copperfield"
"59","18","Clara Peggotty"
"60","18","David Copperfield"
"61","11","Mr Murdstone"
"62","19","Clara Copperfield"
"63","19","Clara Peggotty"
"64","19","David Copperfield"
"65","18","Little Emily"
"66","18","Mr Gummidge"
"67","19","Mr Murdstone"
"68","18","Mrs Gummidge"
"69","20","Clara Copperfield"
"70","20","Clara Peggotty"
"71","20","Mrs Gummidge"
"72","21","Clara Copperfield"
"73","21","Clara Peggotty"
"74","21","Jane Murdstone"
"75","20","Mr Murdstone"
"76","22","Clara Copperfield"
"77","22","Clara Peggotty"
"78","22","Jane Murdstone"
"79","22","Mr Murdstone"
"80","23","Clara Copperfield"
"81","20","David Copperfield"
"82","23","Jane Murdstone"
"83","23","Mr Murdstone"
"84","24","Clara Copperfield"
"85","24","David Copperfield"
"86","24","Jane Murdstone"
"87","24","Mr Murdstone"
"88","24","Tom Jones"
"89","25","Clara Copperfield"
"90","23","Clara Peggotty"
"91","25","David Copperfield"
"92","25","Jane Murdstone"
"93","25","Mr Murdstone"
"94","26","Clara Copperfield"
"95","26","Clara Peggotty"
"96","18","Daniel Peggotty"
"97","26","David Copperfield"
"98","18","Ham Peggotty"
"99","26","Jane Murdstone"
"100","20","Little Emily"
"101","26","Mr Murdstone"
"102","21","Mrs Gummidge"
"103","27","Clara Copperfield"
"104","27","Clara Peggotty"
"105","27","David Copperfield"
"106","28","Barkis"
"107","27","Daniel Peggotty"
"108","27","Little Emily"
"109","28","Clara Peggotty"
"110","30","Clara Peggotty"
"111","28","David Copperfield"
"112","27","Mr Murdstone"
"113","31","Clara Peggotty"
